x_pts,id,ver,type
2,4483,,
1.7,4484,,
1.7,4485,,
1.7,4486,,
1.4,4476,2,
1.4,4477,2,
1.4,4464,2,
1.4,4480,2,
1.4,4481,2,
1.35,4459,4,
1.35,4460,4,
1.35,4475,4,
1.35,4472,4,
1.35,4482,4,
1.35,4461,4,
1.35,4462,4,
1.35,4478,4,
1.35,4479,4,
1.35,4467,4,
1.35,4468,4,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,4274,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4133,2,
1.25,4179,2,
1.25,4193,2,
1.25,4227,2,
1.25,4250,2,
1.25,4282,2,
1.25,4300,2,
1.25,4314,2,
1.25,4345,2,
1.25,4401,2,
1.25,4419,2,
1.25,4448,2,
1.2,4441,,legend
1.2,4443,,legend
1.2,4451,,legend
1.2,4453,,legend
1.2,9017,,legend
1.2,9018,,legend
1.2,4444,,rr
1.2,4445,,rr
1.2,4446,,rr
1.2,4454,,rr
1.2,4455,,rr
1.2,4470,,rr
1.2,4471,,rr
1.2,4004,,rr
1.2,4005,,rr
1.2,4072,,rr
1.2,4073,,rr
1.2,2158,,raid
1.2,3263,,raid
1.2,3110,,coliseum
1.2,3293,,coliseum
1.2,2109,,tm
1.2,2175,,tm
1.2,2583,,tm
1.2,3389,,tm
1.2,3847,,other
1.2,3848,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
