x_pts,id,ver,type
2.2,4432,2,
2,4433,,
1.75,4434,,
1.75,4435,,
1.4,4425,2,
1.4,4426,2,
1.4,4414,2,
1.4,4429,2,
1.4,4430,2,
1.35,4409,4,
1.35,4410,4,
1.35,4422,4,
1.35,4424,4,
1.35,4431,4,
1.35,4418,4,
1.35,4411,4,
1.35,4412,4,
1.35,4427,4,
1.35,4428,4,
1.35,4416,4,
1.35,4417,4,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,4274,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4133,2,
1.25,4179,2,
1.25,4193,2,
1.25,4227,2,
1.25,4250,2,
1.25,4282,2,
1.25,4300,2,
1.25,4314,2,
1.25,4345,2,
1.25,4401,2,
1.25,4419,2,
1.25,4399,2,
1.2,4394,,legend
1.2,4395,,legend
1.2,4396,,rr
1.2,4397,,rr
1.2,3819,,rr
1.2,3820,,rr
1.2,3821,,rr
1.2,4051,,rr
1.2,4052,,rr
1.2,4402,,rr
1.2,4404,,rr
1.2,4420,,rr
1.2,4421,,rr
1.2,1595,,raid
1.2,2649,,coliseum
1.2,2869,,coliseum
1.2,2618,,tm
1.2,2729,,tm
1.2,3887,,other
1.2,3903,,other
1.2,3952,,other
1.2,4127,,other
1.2,4128,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
