x_pts,id,ver,type
2.3,4641,2,
2,4642,,
1.4,4634,2,
1.4,4635,2,
1.4,4619,2,
1.4,4638,2,
1.4,4639,2,
1.35,4614,4,
1.35,4615,4,
1.35,4616,4,
1.35,4628,4,
1.35,4629,4,
1.35,4630,4,
1.35,4631,4,
1.35,4632,4,
1.35,4617,4,
1.35,4636,4,
1.35,4637,4,
1.35,4621,4,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,4300,2,
1.25,4314,2,
1.25,4345,2,
1.25,4401,2,
1.25,4419,2,
1.25,4483,2,
1.25,4499,2,
1.25,4515,2,
1.25,4544,2,
1.25,4633,2,
1.25,4602,2,
1.2,4597,,legend
1.2,4598,,legend
1.2,4608,,legend
1.2,4623,,legend
1.2,4599,,rr
1.2,4600,,rr
1.2,3439,,rr
1.2,3440,,rr
1.2,3441,,rr
1.2,3442,,rr
1.2,3484,,rr
1.2,3485,,rr
1.2,4609,,rr
1.2,4610,,rr
1.2,4624,,rr
1.2,4625,,rr
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
