x_pts,id,ver,type
2,4282,,
2,4283,,
2,4284,,
1.4,4276,2,
1.4,4275,2,
1.4,4261,2,
1.4,4279,2,
1.4,4280,2,
1.35,4274,4,
1.35,4281,4,
1.35,4277,4,
1.35,4278,4,
1.35,4266,4,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4133,2,
1.25,4179,2,
1.25,4193,2,
1.25,4227,2,
1.25,4250,2,
1.25,4246,2,
1.2,4267,,legend
1.2,4268,,legend
1.2,4269,,rr
1.2,4270,,rr
1.2,3798,,rr
1.2,3799,,rr
1.2,3800,,rr
1.2,4134,,rr
1.2,4135,,rr
1.2,4251,,rr
1.2,4252,,rr
1.2,2795,,raid
1.2,3143,,raid
1.2,2813,,coliseum
1.2,3145,,coliseum
1.2,1808,,tm
1.2,1972,,tm
1.2,2823,,tm
1.2,3736,,tm
1.2,3894,,tm
1.2,3382,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
