x_pts,id,ver,type
1.85,4557,,
1.85,4558,,
1.85,4559,,
1.85,4560,,
1.85,4561,,
1.85,4562,,
1.85,4563,,
1.85,4564,,
1.85,4571,,
1.85,4565,,
1.85,4566,,
1.85,4569,,
1.85,4570,,
1.4,4550,2,
1.4,4551,2,
1.4,4541,2,
1.4,4554,2,
1.4,4555,2,
1.35,4536,4,
1.35,4537,4,
1.35,4549,4,
1.35,4547,4,
1.35,4556,4,
1.35,4538,4,
1.35,4539,4,
1.35,4552,4,
1.35,4553,4,
1.35,4572,4,
1.35,4574,4,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,4274,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4133,2,
1.25,4179,2,
1.25,4193,2,
1.25,4227,2,
1.25,4250,2,
1.25,4282,2,
1.25,4300,2,
1.25,4314,2,
1.25,4345,2,
1.25,4401,2,
1.25,4419,2,
1.25,4483,2,
1.25,4499,2,
1.25,4515,2,
1.25,4544,2,
1.25,4527,2,
1.2,4523,,legend
1.2,4521,,legend
1.2,4522,,legend
1.2,9019,,legend
1.2,9020,,legend
1.2,4524,,rr
1.2,4525,,rr
1.2,4315,,rr
1.2,4316,,rr
1.2,4346,,rr
1.2,4347,,rrs
1.2,4530,,rr
1.2,4531,,rr
1.2,4545,,rr
1.2,4546,,rr
1.2,2977,,tm
1.2,3339,,tm
1.2,3368,,tm
1.2,3346,,other
1.2,3619,,other
1.2,3620,,other
1.2,3626,,other
1.2,3627,,other
1.2,4384,,other
1.2,4385,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
