x_pts,id,ver,type
2,4401,,
2,4402,,
2,4404,,
1.4,4394,2,
1.4,4395,2,
1.4,4385,2,
1.4,4398,2,
1.4,4399,2,
1.35,4381,4,
1.35,4393,4,
1.35,4392,4,
1.35,4380,4,
1.35,4387,4,
1.35,4388,4,
1.35,4391,4,
1.35,4382,4,
1.35,4383,4,
1.35,4396,4,
1.35,4397,4,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,4274,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4133,2,
1.25,4179,2,
1.25,4193,2,
1.25,4227,2,
1.25,4250,2,
1.25,4282,2,
1.25,4300,2,
1.25,4314,2,
1.25,4345,2,
1.25,4358,2,
1.2,4353,,legend
1.2,4354,,legend
1.2,4371,,legend
1.2,4355,,rr
1.2,4356,,rr
1.2,4372,,rr
1.2,4389,,rr
1.2,4390,,rr
1.2,3564,,rr
1.2,3565,,rr
1.2,3659,,rr
1.2,3660,,rr
1.2,3661,,rr
1.2,2823,,tm
1.2,3115,,tm
1.2,3936,,tm
1.2,1374,,raid
1.2,3399,,raid
1.2,2569,,coliseum
1.2,2953,,coliseum
1.2,3329,,coliseum
1.2,4066,,other
1.2,4074,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
