x_pts,id,ver,type
1.85,4365,,
1.85,4366,,
1.85,4367,,
1.85,4371,,
1.75,4372,,
1.4,4353,2,
1.4,4354,2,
1.4,4342,2,
1.4,4357,2,
1.4,4358,2,
1.35,4336,4,
1.35,4337,4,
1.35,4338,4,
1.35,4350,4,
1.35,4348,4,
1.35,4339,4,
1.35,4340,4,
1.35,4355,4,
1.35,4356,4,
1.35,4368,4,
1.35,4369,4,
1.35,4370,4,
1.35,4361,4,
1.35,4362,4,
1.35,4363,4,
1.35,4364,4,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,4274,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4133,2,
1.25,4179,2,
1.25,4193,2,
1.25,4227,2,
1.25,4250,2,
1.25,4282,2,
1.25,4300,2,
1.25,4314,2,
1.25,4345,2,
1.25,4327,2,
1.2,4322,,legend
1.2,4323,,legend
1.2,4329,,legend
1.2,3365,,rr
1.2,3366,,rr
1.2,3367,,rr
1.2,3584,,rr
1.2,3585,,rr
1.2,3586,,rr
1.2,4346,,rr
1.2,4347,,rr
1.2,4324,,rr
1.2,4325,,rr
1.2,4330,,rr
1.2,4331,,rr
1.2,306,,raid
1.2,933,,raid
1.2,3078,,raid
1.2,2550,,coliseum
1.2,3049,,coliseum
1.2,3842,,tm
1.2,4107,,other
1.2,4108,,other
1.2,4260,,other
1.2,4261,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
