x_pts,id,ver,type
2.5,4111,,
1.6,4112,,
1.6,4113,,
1.4,4100,2,
1.4,4102,2,
1.4,4089,2,
1.4,4107,2,
1.4,4108,2,
1.35,4082,4,
1.35,4084,4,
1.35,4096,4,
1.35,4098,4,
1.35,4109,4,
1.35,4086,4,
1.35,4087,4,
1.35,4097,4,
1.35,4103,4,
1.35,4104,4,
1.35,4105,4,
1.35,4106,4,
1.35,4088,4,
1.25,4080,2,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4063,2,
1.25,4067,2,
1.25,4068,2,
1.25,2879,2,
1.25,3022,2,
1.25,3094,2,
1.25,3416,2,
1.25,3443,2,
1.25,3567,2,
1.25,3915,2,
1.25,3936,2,
1.25,3965,2,
1.25,3981,2,
1.25,4078,2,
1.25,4079,2,
1.25,4066,2,
1.25,4074,2,
1.25,4085,2,
1.2,4056,,legend
1.2,4054,,legend
1.2,4058,,legend
1.2,4060,,legend
1.2,4062,,legend
1.2,4064,,rr
1.2,4065,,rr
1.2,3564,,rr
1.2,3565,,rr
1.2,3584,,rr
1.2,3585,,rr
1.2,3586,,rr
1.2,4072,,rr
1.2,4073,,rr
1.2,4092,,rr
1.2,4093,,rr
1.2,4094,,rr
1.2,516,,raid
1.2,1108,,raid
1.2,1163,,raid
1.2,1298,,raid
1.2,2819,,raid
1.2,2473,,raid
1.2,2517,,raid
1.2,2956,,raid
1.2,3671,,raid
1.2,1102,,coliseum
1.2,1456,,coliseum
1.2,2163,,coliseum
1.2,2193,,coliseum
1.2,2249,,coliseum
1.2,2869,,coliseum
1.2,3017,,coliseum
1.2,3083,,coliseum
1.2,3110,,coliseum
1.2,3145,,coliseum
1.2,3235,,coliseum
1.2,3385,,coliseum
1.2,3460,,coliseum
1.2,392,,fortnight
1.2,929,,fortnight
1.2,1842,,fortnight
1.2,2092,,fortnight
1.2,2165,,fortnight
1.2,2751,,fortnight
1.2,4039,,other
1.2,2917,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
