x_pts,id,ver,type
2,4329,,
2,4330,,
2,4331,,
1.4,4322,2,
1.4,4323,2,
1.4,4312,2,
1.4,4326,2,
1.4,4327,2,
1.35,4307,4,
1.35,4308,4,
1.35,4321,4,
1.35,4319,4,
1.35,4328,4,
1.35,4309,4,
1.35,4310,4,
1.35,4324,4,
1.35,4325,4,
1.35,4318,4,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,4274,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4133,2,
1.25,4179,2,
1.25,4193,2,
1.25,4227,2,
1.25,4250,2,
1.25,4282,2,
1.25,4300,2,
1.25,4314,2,
1.25,4298,2,
1.25,4317,2,
1.2,4290,,legend
1.2,4291,,legend
1.2,4292,,legend
1.2,4293,,legend
1.2,4295,,rr
1.2,4296,,rr
1.2,3544,,rr
1.2,3545,,rr
1.2,4228,,rr
1.2,4229,,rr
1.2,4301,,rr
1.2,4302,,rr
1.2,4315,,rr
1.2,4316,,rr
1.2,2281,,raid
1.2,2643,,raid
1.2,2721,,coliseum
1.2,2659,,tm
1.2,3217,,tm
1.2,3801,,tm
1.2,3352,,other
1.2,3952,,other
1.2,4205,,other
1.2,4206,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
