x_pts,id,ver,type
2,4515,,
1.8,4516,,
1.8,4517,,
1.4,4506,2,
1.4,4507,2,
1.4,4497,2,
1.4,4510,2,
1.4,4511,2,
1.35,4493,4,
1.35,4505,4,
1.35,4502,4,
1.35,4512,4,
1.35,4490,4,
1.35,4491,4,
1.35,4492,4,
1.35,4494,4,
1.35,4495,4,
1.35,4508,4,
1.35,4509,4,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,4274,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4133,2,
1.25,4179,2,
1.25,4193,2,
1.25,4227,2,
1.25,4250,2,
1.25,4282,2,
1.25,4300,2,
1.25,4314,2,
1.25,4345,2,
1.25,4401,2,
1.25,4419,2,
1.25,4483,2,
1.25,4499,2,
1.25,4481,2,
1.2,4476,,legend
1.2,4477,,legend
1.2,4478,,rr
1.2,4479,,rr
1.2,4180,,rr
1.2,4181,,rr
1.2,4194,,rr
1.2,4195,,rr
1.2,4484,,rr
1.2,4485,,rr
1.2,4486,,rr
1.2,4500,,rr
1.2,4501,,rr
1.2,2792,,tm
1.2,3339,,tm
1.2,3416,,tm
1.2,3588,,tm
1.2,3936,,tm
1.2,2473,,raid
1.2,2869,,coliseum
1.2,3931,,coliseum
1.2,4357,,other
1.2,4358,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
