x_pts,id,ver,type
2,4345,,
2,4346,,
2,4347,,
1.4,4336,2,
1.4,4337,2,
1.4,4338,2,
1.4,4327,2,
1.4,4341,2,
1.4,4342,2,
1.35,4335,4,
1.35,4344,4,
1.35,4333,4,
1.35,4343,4,
1.35,4322,4,
1.35,4323,4,
1.35,4324,4,
1.35,4325,4,
1.35,4339,4,
1.35,4340,4,
1.35,4359,4,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,4274,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4133,2,
1.25,4179,2,
1.25,4193,2,
1.25,4227,2,
1.25,4250,2,
1.25,4282,2,
1.25,4300,2,
1.25,4314,2,
1.25,4171,2,
1.25,2995,2,
1.25,3368,2,
1.25,4312,2,
1.2,4307,,legend
1.2,4308,,legend
1.2,4329,,legend
1.2,4309,,rr
1.2,4310,,rr
1.2,3439,,rr
1.2,3688,,rr
1.2,3978,,rr
1.2,3979,,rr
1.2,3980,,rr
1.2,4251,,rr
1.2,4252,,rr
1.2,4315,,rr
1.2,4316,,rr
1.2,4330,,rr
1.2,4331,,rr
1.2,2097,,raid
1.2,3331,,raid
1.2,1089,,coliseum
1.2,2611,,coliseum
1.2,2175,,tm
1.2,2387,,tm
1.2,2792,,tm
1.2,3567,,tm
1.2,4006,,tm
1.2,2707,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
