x_pts,id,ver,type
2,4227,,
2,4228,,
2,4229,,
1.4,4221,2,
1.4,9013,2,
1.4,9014,2,
1.4,4206,2,
1.4,4224,2,
1.4,4225,2,
1.35,4213,4,
1.35,4217,4,
1.35,4216,4,
1.35,4226,4,
1.35,9011,4,
1.35,9012,4,
1.35,4212,4,
1.35,4222,4,
1.35,4223,4,
1.35,4208,4,
1.35,4209,4,
1.25,3364,2,
1.25,3462,2,
1.25,3483,2,
1.25,3523,2,
1.25,3543,2,
1.25,3563,2,
1.25,3641,2,
1.25,3735,2,
1.25,3775,2,
1.25,3861,2,
1.25,3933,2,
1.25,4003,2,
1.25,4050,2,
1.25,4071,2,
1.25,4133,2,
1.25,4179,2,
1.25,4193,2,
1.25,4191,2,
1.2,3934,,rr
1.2,3935,,rr
1.2,4134,,rr
1.2,4135,,rr
1.2,4194,,rr
1.2,4195,,rr
1.2,2197,,raid
1.2,882,,coliseum
1.2,1338,,coliseum
1.2,1853,,tm
1.2,2064,,tm
1.2,2510,,tm
1.2,3094,,tm
1.2,1963,,other
1.2,3579,,other
1.2,4053,,other
1.2,2936,,other
1.2,3886,,other
1.2,2938,,other
1.2,2940,,other
1.2,2942,,other
1.2,2944,,other
1.2,2946,,other
1.2,2948,,other
1.2,2950,,other
1.2,2952,,other
1.2,3884,,other
